corpus,preprocessing,nominal_tokens,actual_tokens,sentences,documents,paragraphs,initial_objects,local_witnesses,merge_candidates,accepted_merges,rejected_merges,redundant_candidates,induced_unions,resulting_classes,largest_class,largest_class_ratio,median_class_size,p95_class_size,accepted_merge_rate,rejected_merge_rate,objects_with_empty_frame,empty_frame_object_share,empty_frame_witness_share,empty_frame_candidate_share,empty_frame_accepted_share,empty_frame_exclusive_accepted,largest_class_members_with_empty_frame,common_objects_prev,changed_pairs_prev,changed_pair_share_prev,pos_labeled_objects,within_class_pos_purity,within_class_labeled_pairs,pairwise_same_pos_precision,runtime_seconds,peak_rss_mb
pes2o,structured,400000,400036,13054,74,871,381544,54830,54751,484,40488,13779,30,381030,168,0.000440,1,1,0.008840,0.739493,327,0.000857,0.972114,0.973005,0.479339,232,166,0,0,0.000000,0,-1,0,-1,107.635154,328.585938
